Factor_1;Factor_2;Factor_3;Factor_4;Factor_5;Factor_6;Factor_7;Factor_8;Factor_9;Factor_10;Factor_11;Factor_12;Factor_13;Factor_14;Factor_15;Factor_16;Factor_17;Factor_18;Factor_19;Factor_20;Factor_21;Factor_22;Factor_23;Factor_24;Factor_25;Factor_26;Factor_27;Factor_28;Factor_29;Factor_30;Factor_31;Factor_32;Factor_33;Factor_34;Factor_35;Factor_36;Factor_37;Factor_38;Factor_39;Factor_40;Factor_41;Factor_42;Factor_43;Factor_44;Factor_45;Factor_46;Factor_47;Factor_48;Factor_49;Factor_50;Factor_51;Factor_52;Factor_53;Factor_54;Factor_55;Factor_56;Factor_57;Factor_58;Factor_59;Factor_60;Factor_61;Factor_62;Factor_63;Factor_64;Factor_65;Factor_66;Factor_67;Factor_68;Factor_69;Factor_70;Factor_71;Factor_72;Factor_73;Factor_74;Factor_75;STATUS
0.833333;0.850575;1;53166;0;0;0;46379;18453;0;0;61;403;0;61;74;0;0;62;0.833333;0;0;0;0;0;0;10633.2;985;0;61;0;194929;403;0;13;0;0;5;22;5;16000;22;13;0;32488.16667;12.2;0;12.333333;22;0;18453;0;194929;0;5;0;1;0.5;0;0;0.166667;0;30000;0;9275.8;0;0.166667;0.166667;816;0.149425;0;0;0;0;0;0
1;1;1;13974;0;0;0;12680;13974;0;0;8;2088;0;8;8;0;0;8;1;0;0;0;0;0;0;13974;2088;0;8;0;13974;0;0;0;0;0;1;8;1;12680;8;0;0;13974;8;0;8;8;0;13974;0;13974;0;1;0;1;0;0;0;0;0;0;0;12680;0;0;0;2240;1;0;0;0;0;0;0
0.333333;0.216495;1;0;0;0;0;0;0;0;0;3;402;0;0;21;0;0;0;0;0;0;0;0;0;0;0;1111;0;3;0;64994;0;0;0;0;0;0;18;1;0;3;7;0;21664.66667;3;0;7;3;0;23019;0;64994;0;3;0;1;0.4;0;0;1;0;0;0;10341;0;0.333333;0.666667;1829;0;0;0;0;0;0;0
0.72093;0.54878;0.790698;168645;11;1.046512;4484.302326;138437;13038;19;0.333333;44;17;30;44;45;0.578947;0.366667;66;0.72093;0.090909;0.272727;0.157895;0.575758;3;0.909091;5440.16129;18;0.1;8;0.633333;192825;34;0.72093;0.727273;33;4306.657895;31;6;31;14637;6;0.25;0.181818;4484.302326;2;45;1.046512;6;6;8134;0.181818;0;0;0;0;0.5;0.133333;2;0.488372;0;0.449286;14637;0.093023;6770.5;0;0;0;7;0;5;8;1;3;5;0
0.833333;0.8;0.833333;237473;2;0;0;168838;84074;2;0.666667;72;13;3;72;72;1;0.666667;89;0.833333;0.666667;1;1;0.666667;2;1;47494.6;13;0.666667;64;0.666667;237473;13;0;4;3;0;5;36;5;50000;36;0;0.5;39578.83333;12.8;0;12;36;0;84074;0.5;237473;0;4;0;0.8;1;0;1;0;0;197135;0.166667;69194.6;1;0;0;13;0.222222;0;0;0;0;0;1
0.8;0.156627;0.8;136750;2;0.777778;15194.44444;94000;55172;2;0.285714;13;24;7;7;13;1;0.285714;11;0.7;0.142857;0.5;0.5;0.285714;1;1;19535.71429;3061;0.142857;6;0.285714;159253;0;0.777778;0;7;15194.44444;7;6;8;30000;6;6;0;15925.3;6;7;1.3;6;1;22503;0;22503;0;1;1.923299;1;0.777778;0;0.333333;0.1;0.31649;30000;0;15000;0;0;0.1;23;0.012048;0;0;0;0;0;0
0.666667;0.111111;0.666667;2420;1;0.5;1210;2000;2420;1;1;6;50;1;1;6;1;1;1;0.333333;0;0;0;1;0;1;2420;528;0;5;1;7028;0;0.5;0;1;1210;1;5;2;2000;5;2.5;0;2342.666667;5;1;2;5;1;4608;0;4608;0;1;0.525174;1;0;0;1;0.333333;1;0;0;30000;0;0;0.333333;37;0.018519;1;1;0;0;1;0
1;0.214286;1;0;0;0;0;0;0;0;0;3;1660;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1660;0;3;0;6475;0;0;0;0;0;0;3;1;0;3;3;0;6475;3;0;3;3;0;6475;0;6475;0;0;0;0;0.666667;0;0;1;0;0;0;8739;0;0;2;1779;0;0;0;0;0;0;1
0.733333;0.811388;0.933333;1230053;4;0.5;1500;1006858;228072;4;0.8;165;14;4;165;228;1;1;209;0.733333;0.8;1;1;0.8;4;0.8;111823;23;1;110;1;1516294;14;0.5;15.75;5;1500;11;55;11;199833;28;21;0;101086.2667;15.714286;1;15.2;55;1;163998;0;1513294;0;10;0.001982;0.857143;0.75;0;1;0.2;1;220517;0.066667;114958.7143;4;0;0;7;0.003559;0;0;0;0;0;0
0.571429;0.52809;0.857143;38488;2;3.5;38448.83333;24333;32688;4;0.4;74;5;4;22;94;0.5;0.5;24;0.142857;0.4;1;0.5;0.8;2;0.8;19244;5;0.5;21;1;941668;5;0.166667;3;5;6667;2;32;8;20333;14;7.2;0.2;67262;5.25;21;6.714286;32;8;205700;0.2;710975;0;7;0.028132;0.75;0.4;1;0.5;0.5;1;176422;0.142857;91448.5;1;0;0.285714;7;0.073034;2;3;2;2;2;1
0.8;0.545455;0.8;3360;1;1.2;2676;8000;3360;2;0.25;5;2;4;2;6;0.5;0.25;2;0.4;0.25;1;0.5;0.5;1;1;1680;0;0.25;0;0.5;13380;0;0.8;1;4;2676;2;2;4;5000;0;1.333333;1;2676;0;6;1.2;2;2;0;1;0;0;0;0;0;0;1;0.4;0;0.358744;5000;0.2;0;0;0;0.2;2;0.090909;4;3;0;3;4;0
0.571429;0.485549;1;16487;0;1;17038;13609;10278;1;0;34;88;1;20;84;0;0;20;0.285714;0;0;0;1;0;1;8243.5;1189;0;38;1;124561;88;0;16.666667;1;0;2;45;4;9665;13;12.8;0;17794.42857;7.6;1;12;13;0;34855;0;107523;0;4;0;0.8;0;0;0;0.571429;0;33960;0;16411.8;0;0;1.142857;249;0.052023;0;0;1;0;0;1
0.615385;0.192872;0.846154;320941;2;1;10779.25;8700;306721;2;0.4;91;17;2;4;92;1;1;95;0.230769;0.2;0.5;0.5;0.4;1;0.4;106980.3333;1338;0.5;57;1;625794;2941;0.5;0;5;14448.5;3;29;8;4350;29;9.777778;0;48138;14.25;4;7.076923;29;2;40223;0;582677;0;6;0;0.75;0.666667;0;0.25;0.615385;0;56059;0.076923;32724.75;1;0.153846;0.307692;17;0.002096;4;5;0;1;4;1
0.844444;0.47259;0.844444;395649;20;1.5625;7931.5;224722;142557;23;0.689655;244;9;26;54;250;0.869565;0.769231;174;0.622222;0.344828;0.5;0.434783;0.793103;10;0.896552;14130.32143;9;0.384615;178;0.884615;765634;12;0.8125;5.461538;29;6022.814815;28;49;38;54583;48;15.076923;0.769231;17014.08889;6.592593;50;5.555556;49;7;70070;0.538462;511826;0;10;0.263226;0.777778;0.1;8;0.625;0.2;0.828492;57214;0.066667;15123.22222;1;0.022222;0.222222;9;0.00189;4;11;5;2;4;0
1;0.153846;1;0;1;0;0;0;0;1;1;4;17;1;0;4;1;1;0;0;1;1;1;1;1;1;0;0;1;0;1;63236;17;0;4;1;0;0;4;1;0;0;4;1;63236;0;0;4;4;0;0;0;63236;0;0;0;0;0;0;0;1;0;15000;0;0;0;0;0;790;0;0;0;0;0;0;0
0;0.060606;0.5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3714;0;0;1;0;0;0;2;0;0;0;2;0;1857;0;0;1;0;0;0;0;3714;0;0;0;0;0.5;0;1;0.5;0;3500;0.5;0;0;0.5;1;5;0;0;0;0;0;0;1
0.333333;0.25;0.333333;6150;1;0.333333;2050;33406;6150;1;1;1;25;1;1;1;1;1;2;0.333333;1;1;1;1;1;1;6150;25;1;1;1;6150;25;0.333333;0.333333;1;2050;1;1;1;33406;1;0;0.333333;2050;1;1;0.333333;1;1;6150;0.333333;0;0;0;0;0;0.75;1;1;0;1;33406;0;33406;0;0;0;29;0;0;0;0;0;0;1
0.571429;0.137778;0.785714;74614;2;0.6;4641.4;65056;30025;2;0.5;22;29;3;14;31;1;0.666667;59;0.5;0.25;0.5;0.5;0.5;1;0.75;10659.14286;115;0.333333;18;0.666667;187356;115;0.4;0;4;2760.25;7;8;8;30000;7;3.4;0;13382.57143;2.571429;3;2.214286;8;2;30025;0;164149;0;8;0.067262;0.714286;0.285714;0;0.8;0.285714;1;14000;0;30370.14286;1;0.214286;0.428571;28;0.004444;0;1;2;0;0;0
0.857143;0.830986;0.571429;314995;3;2.75;76447.25;594050;166350;3;1;59;19;3;14;59;1;1;17;0.571429;0.666667;0.666667;0.666667;1;2;1;78748.75;31;0.666667;4;1;314995;19;0.75;2.75;3;76447.25;4;31;6;491040;3;22.5;0.75;44999.28571;2;11;8.428571;31;6;12997;0.75;9206;0;3;1.411797;0.5;0.3;3;0.5;0.285714;0.042503;491040;0;249525;2;0;0;61;0.042254;0;0;0;0;0;0
0.470588;0.074303;0.588235;44188;6;0.625;3762.75;38505;11948;6;1;17;3;6;15;24;1;1;20;0.411765;0.5;0.5;0.5;1;3;1;6312.571429;3;0.5;23;1;82562;52;0.625;0.875;6;3762.75;7;8;8;8240;8;1.125;0;4856.588235;1.533333;5;1.411765;8;1;25313;0;52460;0;3;0.573809;0.466667;0.25;0;1;0.411765;1;110000;0.117647;26583;0;0.058824;0.117647;3;0.006192;1;1;1;0;1;0
0.666667;0.79085;0.666667;73746;1;0;0;56871;42504;1;1;119;29;1;58;121;1;1;67;0.444444;1;1;1;1;1;1;18436.5;822;1;97;1;233794;29;0;6.25;1;0;4;38;6;33419;38;21;0.25;25977.11111;16.166667;0;13.444444;38;0;42504;0;233794;0;5;0;0.666667;0.142857;0;1;0.333333;0;93830;0.111111;29283.33333;1;0;0.111111;2;0.098039;0;0;0;0;0;0
0.607143;0.444751;0.857143;59176;2;0.333333;2125.833333;45818;22067;3;0.666667;156;11;3;50;161;0.666667;0.666667;55;0.321429;0.666667;1;0.666667;1;2;1;6575.111111;11;0.666667;97;1;556692;11;0.166667;0.555556;3;2125.833333;9;34;17;16675;16;6.9375;0;19881.85714;7.461538;2;5.75;34;1;76598;0;543937;0;16;0.012455;0.769231;0.222222;0;0.666667;0.5;0.531164;50000;0.035714;23454.30769;0;0.107143;0.5;11;0;2;6;1;1;2;0
0.666667;0.426087;0.666667;0;0;0;0;0;0;0;0;43;1849;0;0;49;0;0;0;0;0;0;0;0;0;0;0;1849;0;7;0;44370;2354;0;42;0;0;0;42;2;0;6;16.333333;1;14790;3.5;0;16.333333;42;0;29470;0;44370;0;0;0;0;0;0;0;1;0;790;0;27499;0;0;0.666667;2371;0;0;0;0;0;0;0
1;1;1;40651;0;0;0;34959;26746;0;0;36;1069;0;36;36;0;0;36;1;0;0;0;0;0;0;20325.5;1069;0;36;0;40651;0;0;0;0;0;2;23;2;22146;23;0;0;20325.5;18;0;18;23;0;26746;0;40651;0;2;0;1;0;0;0;0;0;0;0;17479.5;0;0;0;1624;0.361111;0;0;0;0;0;0
0.708333;0.615385;0.5;341291;3;0.428571;3257.142857;318720;243346;3;0.5;90;11;4;58;96;1;0.75;89;0.625;0.5;1;1;0.5;3;0.666667;22752.73333;11;0.75;71;0.75;859903;11;0.428571;8.75;6;3366.666667;15;17;17;200000;17;5.428571;0.5;35829.29167;10.142857;3;4;17;1;243346;0.25;837103;0;14;0.003536;0.714286;0;0;0.285714;0.166667;0.293069;714286;0;175904.8571;1;0;0;61;0;1;3;0;3;1;0
0.655172;0.696697;0.655172;370834;8;0.923077;7105.076923;368326;101170;8;0.888889;215;2;8;94;232;1;1;117;0.482759;0.888889;1;1;0.888889;8;0.888889;26488.14286;2;1;134;1;1889881;3;0.384615;5.923077;9;3388.090909;14;58;19;71864;31;17.25;0.230769;65168.31035;12.181818;12;8;58;1;273706;0.153846;1797515;0;12;0.019009;0.727273;0.421053;2;0.769231;0.206897;0.916821;317317;0.206897;95891.81818;7;0;0;1;0.003003;1;4;3;0;1;0
0.25;0.337079;0.875;429713;0;1;70941.6;400000;268123;0;0;7;133;5;7;30;0;0;11;0.25;0;0;0;0;0;0.833333;214856.5;133;0;16;0;915391;133;0.2;3.833333;6;0;2;12;2;250000;7;4.6;0;114423.875;4;5;3.75;6;1;263491;0;560683;0;1;0;0.25;0.8;0;0.2;0.25;0;320000;0.125;259450;0;0.5;0.75;16;0.011236;0;0;9;0;0;1
0.894737;0.784753;0.789474;192388;4;0.714286;3623.428571;155064;62210;4;0.571429;175;3;6;163;175;1;0.666667;192;0.736842;0.285714;0.5;0.5;0.571429;2;0.857143;13742;3;0.333333;67;0.666667;239567;0;0.714286;26.75;7;3294.666667;14;55;17;40000;13;4;0.5;12608.78947;4.466667;5;9.210526;55;1;62210;0.5;214203;0;10;0.092286;0.933333;0.142857;0;0.857143;0.157895;1;15450;0.157895;13618.93333;2;0;0.105263;2;0.004484;0;0;0;0;0;0
0;0.013514;1;0;0;0;0;0;0;0;0;0;2318;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2318;0;1;0;4000;2318;0;1;0;0;0;1;0;0;1;1;0;4000;1;0;1;0;0;4000;0;4000;0;0;0;0;0;0;0;1;0;9630;0;9630;0;1;1;2380;0;0;0;0;0;0;1
0.666667;0.822222;0.666667;88800;2;0.5;650;68000;87500;2;1;37;23;2;37;37;1;1;43;0.666667;1;1;1;1;2;1;44400;28;1;36;1;88800;23;0.5;12.333333;2;650;2;36;2;53000;36;0;0.666667;29600;36;1;12.333333;36;1;87500;0.666667;87500;0;0;0;0;0.363636;1;0.5;0;0;53000;0;53000;1;0;0;43;0;0;0;0;0;0;0
0.892857;0.666667;0.964286;215493;2;0.875;5324.5;180147;49431;2;0.25;50;25;2;42;132;1;1;79;0.857143;0.125;0.5;0.5;0.25;1;0.25;8978.875;25;0.5;66;1;399041;669;0.875;33;8;3891;24;66;25;44163;16;30;0;14251.46429;2.444444;7;4.714286;8;1;71686;0;356445;0;19;0.032748;0.962963;0;0;0.375;0.107143;1;45000;0;9123.333333;0;0.035714;0.035714;25;0.005051;0;0;0;0;0;0
0.791667;0.188742;0.875;317615;3;0.888889;14642.22222;277365;40000;5;0.1875;44;24;14;32;57;0.6;0.214286;56;0.75;0.0625;0.333333;0.2;0.3125;1;0.875;17645.27778;580;0.071429;29;0.357143;442070;580;0.888889;3.25;16;14893.66667;18;14;19;40000;14;6.25;0;18419.58333;5.8;16;2.375;14;1;62403;0;178510;0;2;0.483273;0.4;1;0;0.333333;0.125;0.386155;120000;0.083333;54473;0;0.041667;0.083333;2;0.003311;1;1;0;0;1;0
0.428571;0.068493;0.142857;0;0;0;0;0;0;0;0;15;2119;0;0;15;0;0;0;0;0;0;0;0;0;0;0;2121;0;3;0;55633;0;0;0;0;0;0;10;3;0;3;2.142857;0;7947.571429;1;0;2.142857;10;0;0;0;55633;0;3;0;0.333333;0;0;0;0.857143;0;439408;0;303441.3333;0;0.428571;0.714286;254;0.009132;0;0;1;0;0;1
0.75;0.59375;1;100;1;1;5479;0;100;1;0.5;13;27;1;1;19;1;1;2;0.25;0.5;1;1;0.5;1;0.5;100;241;1;18;1;127647;27;1;1;2;100;1;11;3;0;11;6;1;31911.75;6;2;4.75;11;1;58854;1;116689;100;2;0.000857;1;0.75;1;0.5;0.5;1;0;0;36666.66667;1;0;0.25;47;0.03125;0;0;0;1;0;0
0.875;0.504274;1;1356820;2;0;0;2362681;1276579;2;1;94;17;2;53;118;1;1;74;0.25;1;1;1;1;2;1;678410;17;1;65;1;2754494;17;0;31.666667;2;0;2;51;7;2199181;24;10.833333;0.666667;344311.75;10.833333;0;14.75;51;0;445959;0.333333;2754494;0;5;0;0.666667;0;0;0;0.75;0;2199181;0;198998.3333;0;0.125;1.5;1565;0.021368;0;0;0;0;0;1
0.5;0.333333;0.5;9600;2;0.5;2400;9300;6300;2;1;2;8;2;2;2;1;1;3;0.5;1;1;1;1;2;1;4800;0;1;0;1;9600;0;0.5;0;2;2400;2;1;2;6300;0;0;0;2400;0;2;0.5;1;1;0;0;0;0;0;0;0;0.5;0;1;0;1;6300;1;0;0;0;0;8;0.166667;0;0;0;0;0;1
0.692308;0.772575;0.846154;382808;9;1;11248.77273;264050;152385;9;0.45;230;5;19;67;231;1;0.473684;78;0.615385;0.3;0.666667;0.666667;0.45;6;0.95;23925.5;1286;0.315789;64;0.473684;1146324;5;0.636364;14;20;11557.42857;16;79;18;100000;45;41;0.454545;44089.38462;32;22;8.884615;79;5;170609;0.272727;898851;0;2;0.069415;1;0.090909;3;0.454545;0.115385;0.257076;56500;0.038462;92500;0;0;0;10;0.003344;1;3;1;0;1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6300;1;0;0;0;0;5;0;0;0;0;0;0;1
0.285714;0.303571;0.857143;27686;0;0;0;26013;27686;0;0;19;379;0;13;51;0;0;13;0.142857;0;0;0;0;0;0;27686;1592;0;23;0;176230;379;0;7.5;0;0;1;13;2;26013;13;6.333333;0;25175.71429;7.666667;0;7.285714;13;0;75100;0;176230;0;2;0;0.666667;0.2;0;0;0.857143;0;18000;0;90099.66667;0;0.714286;0.857143;403;0.035714;0;0;0;0;0;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;1;0;0;50000;0.5;0;0;0;0;14;0;0;0;0;0;0;1
0.8;0.389474;1;12147;2;1;3990;9418;12147;2;0.666667;36;16;3;9;37;1;0.666667;9;0.2;0.666667;1;1;0.666667;2;1;12147;16;0.666667;37;0.666667;78506;16;0;11;3;3990;1;21;4;9418;21;7;0.5;15701.2;7.4;1;7.4;21;0;37865;0;74516;3990;3;0;0.6;0.6;0;0;0.6;0;40482;0;17687.6;0;0;0.6;113;0.094737;1;5;1;0;1;0
0.901639;0.604294;0.934426;769248;6;1;8362.241379;640048;259173;12;0.222222;160;7;22;140;197;0.5;0.272727;205;0.868852;0.148148;0.666667;0.333333;0.444444;4;0.814815;14514.11321;7;0.181818;112;0.545455;1802477;7;0.896552;3.6;27;8926.590909;53;36;55;236871;36;11.4;0.2;29548.80328;7;29;3.229508;36;2;259173;0.2;1559972;0;30;0.082335;0.9375;0;1;0.37931;0.065574;0.654021;1450000;0;34005.5;1;0.016393;0.065574;28;0.003067;1;2;0;0;1;0
0;0.085106;1;0;0;0;0;0;0;0;0;0;288;0;0;4;0;0;0;0;0;0;0;0;0;0;0;288;0;4;0;88428;288;0;4;1;0;0;4;0;0;4;4;0;88428;4;0;4;0;0;88428;0;88428;0;0;0;0;0;0;0;1;0;165727;0;165727;0;1;1;1446;0;0;0;0;0;0;0
0.666667;0.777778;1;8992;3;4.666667;4986.333333;17894;5632;3;1;7;19;3;7;14;1;1;9;0.666667;0.333333;0.333333;0.333333;1;1;1;4496;31;0.333333;3;1;14959;19;0.666667;4.666667;3;4496;2;7;2;12894;3;7;0.666667;4986.333333;3;14;4.666667;4;4;3360;0.666667;0;3360;0;0;0;0.285714;2;0;0;0;25000;0;12894;1;0;0;123;0;0;0;1;0;0;1
0.2;0.214286;0.8;30915;0;0;0;26990;30915;0;0;7;872;0;7;30;0;0;7;0.2;0;0;0;0;0;0;30915;911;0;14;0;183649;872;0;3.666667;0;0;1;12;1;26990;7;5.75;0;36729.8;4.666667;0;6;7;0;125400;0;183649;0;1;0;0.333333;1;0;0;0.8;0;230000;0;90134.66667;0;0.6;1.2;878;0.05;0;0;0;0;0;0
0.923077;0.937322;1;801616;5;3.5;18138.5;482893;531027;5;0.5;284;15;8;158;329;1;0.625;165;0.461538;0.4;0.8;0.8;0.5;4;0.8;133602.6667;23;0.5;233;0.625;1538531;15;1;30.4;10;18138.5;6;53;12;350000;53;24.428571;0.8;118348.5385;25.888889;7;25.307692;53;5;531027;0.2;1502254;17277;8;0;0.666667;0.25;2;0;0.384615;0;180000;0;102723.8889;3;0;0;94;0.031339;2;0;2;0;2;0
0.857143;0.5;0.857143;175219;2;0.769231;8146.461538;134989;17375;2;0.166667;19;29;3;19;19;1;0.666667;35;0.857143;0.083333;0.5;0.5;0.166667;1;0.25;9734.388889;29;0.333333;15;0.666667;175219;0;0.769231;0;12;7112.25;18;2;18;12500;1;0;0;8343.761905;0.9375;10;0.904762;2;1;15203;0;69315;0;8;0.410431;0.9375;0.315789;0;0.307692;0;1;12500;0.047619;7312.1875;0;0;0;5;0.026316;0;0;0;0;0;0
0.5;0.5;0.5;3704;1;1;1852;15000;3704;1;1;2;22;1;2;2;1;1;3;0.5;1;1;1;1;1;1;3704;0;1;0;1;3704;22;0.5;1;1;1852;1;2;1;15000;0;0;0.5;1852;0;2;1;2;2;0;0.5;0;0;0;0;0;0.0625;1;1;0;1;15000;0;0;1;0;0;24;0;0;0;0;0;0;1
0.25;0.555556;0.25;22600;1;1.25;5650;16000;22600;1;1;5;23;1;5;5;1;1;6;0.25;1;1;1;1;1;1;22600;0;1;0;1;22600;23;0.25;1.25;1;5650;1;5;1;16000;0;0;0.25;5650;0;5;1.25;5;5;0;0.25;0;0;0;0;0;0.235294;1;0.75;0;0;16000;0.25;0;1;0;0;5;0;0;0;0;0;0;1
0.777778;0.2;0.777778;58637;6;1;7329.625;84000;22200;6;1;8;2;6;8;8;1;1;9;0.777778;1;1;1;1;6;1;8376.714286;2;1;5;1;61174;0;0.875;0.333333;6;7329.625;7;2;7;30000;2;0;0.333333;6797.111111;1.25;8;0.888889;2;2;22200;0.333333;2537;0;0;23.112732;0.75;0.818182;1;1;0.111111;1;30000;0.666667;18000;0;0.111111;0;2;0.025;0;0;0;0;0;0
1;0.796353;0.944444;395371;4;4.5;20094.16667;323010;147985;5;0.4;262;9;6;135;262;0.8;0.666667;149;0.722222;0.4;1;0.8;0.5;4;0.6;30413.15385;24;0.666667;167;0.833333;1251979;9;1;8;10;7921;13;41;18;122696;40;25.4;1;69554.38889;16.7;27;14.555556;41;9;167563;0.75;1131414;0;11;0.014112;0.8;0;3;0.333333;0.222222;0.503914;149665;0;62125.8;2;0;0.277778;30;0.009119;0;0;1;0;0;0
0.5;0.303318;0.9;198015;2;1;3816;173116;193913;2;0.666667;24;20;2;16;64;1;1;16;0.2;0.666667;1;1;0.666667;2;0.666667;99007.5;20;1;50;1;778504;20;0;8;3;3816;2;26;5;169200;26;6.857143;0;77850.4;7.142857;1;6.4;11;0;378888;0;774688;3816;5;0.004926;0.571429;0.384615;0;1;0.6;1;395100;0;85012;0;0.3;0.4;85;0.004739;1;3;1;0;1;1
0.909091;0.837209;0.727273;399743;0;1;0;414820;240462;0;0;72;182;0;72;72;0;0;81;0.909091;0;0;0;0;0;0;39974.3;182;0;61;0;399743;0;1;0.5;2;0;10;22;10;196454;22;0;0.5;36340.27273;7.625;1;6.545455;22;1;240462;0.5;399743;0;9;0;0.875;0.5;1;1;0;0;72600;0.090909;49124.75;2;0;0;18;0.127907;0;0;0;0;0;0
1;0.769784;0.857143;266237;2;3.6;16826.6;370527;76612;2;0.5;107;7;2;73;107;1;1;100;0.785714;0.5;1;1;0.5;2;0.5;24203.36364;7;1;102;1;317049;7;1;5;4;5885;11;24;14;111755;24;11.333333;1;22646.35714;8.5;18;7.642857;24;7;76612;1;232916;0;9;0;0.833333;0;2;0;0.214286;0;111755;0;32909.5;2;0;0;103;0.007194;0;0;0;0;0;0
0.666667;0.514286;1;4226;1;1;2960;3000;2960;1;1;17;39;1;17;18;1;1;19;0.666667;0;0;0;1;0;1;2113;39;0;1;1;5326;0;1;0;1;2960;2;16;2;2000;1;1;0;1775.333333;1;1;6;16;1;2960;0;2366;2960;1;1.251057;1;0;0;1;0.333333;1;0;0;2000;0;0.333333;0.333333;63;0.028571;0;0;0;0;0;1
0.8;0.515152;1;3364;1;1;3364;5000;3364;1;0.5;44;31;1;1;51;1;1;2;0.2;0;0;0;0.5;0;0.5;3364;296;0;47;1;660438;31;1;4;2;3364;1;22;4;5000;22;12.5;0.5;132087.6;15.666667;1;10.2;22;1;345777;0.5;657074;3364;3;0.00512;0.666667;0;1;1;0.8;1;131232;0;168494;0;0.2;1;62;0.181818;0;0;0;0;0;0
0.833333;0.960526;0.833333;61756;2;1.5;5053;130141;25180;2;1;73;6;2;30;73;1;1;31;0.666667;0.5;0.5;0.5;1;1;1;15439;6;0.5;30;1;183676;6;0.5;15.333333;2;5053;4;43;5;83168;13;43;0.666667;30612.66667;6;3;12.166667;43;3;25180;0.333333;173570;0;3;0;0.6;0.75;1;0.5;0.166667;0;83168;0.166667;42028.2;0;0;0;11;0.171053;0;0;0;0;0;0
0.333333;0.113924;0.75;282417;1;2;12500;280842;236200;1;1;24;14;1;24;36;1;1;31;0.333333;1;1;1;1;1;1;70604.25;522;1;19;1;540271;14;1;1.2;1;12500;4;10;4;225000;10;1.714286;0.4;45022.58333;3.8;2;3;10;2;90499;0.4;527771;12500;3;0.023685;0.4;0.714286;1;1;0.583333;1;25750;0;112618.2;0;0.333333;0.333333;57;0.031646;0;0;0;0;0;0
0.75;0.685714;0.75;78483;1;1;12852;7000;52779;1;1;24;3;1;15;24;1;1;17;0.5;1;1;1;1;1;1;39241.5;880;1;9;1;99200;3;0.5;1;1;12852;2;13;3;7000;9;9;0.5;24800;9;2;6;13;2;20717;0.5;73496;0;2;0.349733;1;0.73913;1;1;0.25;1;7000;0.25;12540;2;0;0.25;5;0.371429;0;0;0;0;0;1
0.75;0.676471;0.875;46700;0;0;0;44494;46700;0;0;111;619;0;23;115;0;0;25;0.125;0;0;0;0;0;0;46700;619;0;58;0;300731;619;0;10.666667;0;0;1;29;6;44494;23;15.333333;0.333333;37591.375;9.666667;0;14.375;29;0;60124;0;300731;0;5;0;0.666667;0.222222;0;1;0.75;0;38701;0;22544.33333;0;0;0.875;40;0.017647;0;0;0;0;0;0
0.333333;0.230769;1;0;0;0;0;0;0;0;0;2;945;0;0;33;0;0;0;0;0;0;0;0;0;0;0;945;0;7;0;520858;945;0;15.5;0;0;0;26;1;0;5;11;0;173619.3333;3.5;0;11;2;0;295350;0;520858;0;1;0;0.5;0.75;0;0;1;0;208329;0;216664.5;0;0.333333;3;1687;0.013986;0;0;0;0;0;1
0.823529;0.79661;0.764706;392483;10;1.375;7621.3125;576715;270542;11;0.769231;46;12;13;46;47;0.909091;0.769231;53;0.823529;0.307692;0.4;0.363636;0.846154;4;1;28034.5;12;0.307692;36;0.846154;392483;12;0.8125;5.8;13;6684.714286;14;25;14;350000;25;0.5;0.4;23087.23529;7.2;22;2.764706;25;6;270542;0.4;270542;0;0;0.299613;0.2;0.3;1;0.75;0;0.866134;350000;0.117647;117261;1;0;0;12;0.016949;2;4;2;0;2;0
0.6;0.659091;0.8;22633;2;1.666667;24751;18000;19453;3;0.4;144;8;4;14;145;0.666667;0.5;26;0.3;0.4;1;0.666667;0.6;2;0.8;7544.333333;79;0.5;113;0.75;3427123;8;0.333333;22;5;24751;3;83;6;15000;83;26.2;0.5;342712.3;22.6;5;14.5;83;4;2553154;0.25;3352870;19400;6;0.005786;0.6;0.555556;1;0.333333;0.3;0.261269;1910000;0;556231.6;2;0;0.1;68;0;5;9;5;0;5;0
0.4;0.165517;0.8;8685;0;0;0;8430;8685;0;0;44;2069;0;4;48;0;0;5;0.1;0;0;0;0;0;0;8685;2069;0;19;0;200094;0;0;0.5;0;0;1;29;4;8430;9;5.5;0;20009.4;2.375;0;4.8;29;0;72211;0;200094;0;5;0;0.5;0.571429;0;1;0.8;0;16245;0;34796;0;0.3;0.8;28;0.006897;0;0;0;0;0;0
